Id,Age,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Calories_Burned,Fat_Percentage,Water_Intake,Workout_Frequency,BMI
736,34,64.3,1.62,174,145,62,1.76,1276,19.8,2.7,5,24.5
737,27,80.7,1.61,170,166,52,1.75,1598,14.3,3.5,4,31.13
738,34,115.3,1.81,181,167,67,1.36,1249,24.5,2.2,2,35.19
739,37,87.8,1.69,183,158,69,1.81,1573,10.3,3.5,5,30.74
740,41,74.3,1.61,160,136,51,1.06,714,24.8,3.5,4,28.66
741,22,78.5,1.7,177,138,66,1.36,938,31.9,2.1,4,27.16
742,51,77.3,1.58,171,168,68,0.97,733,31.1,2,2,30.96
743,23,64.5,1.7,187,125,72,0.51,319,30.4,1.7,2,22.32
744,19,72,1.94,199,148,62,1.17,952,24.7,3.2,3,19.13
745,30,77.9,1.77,166,130,62,1.41,916,27.9,2.6,4,24.87
746,28,69.6,1.58,182,135,50,1.49,1006,27.8,2,3,27.88
747,40,68.9,1.99,180,149,51,1.16,951,25,2.4,4,17.4
748,33,45.9,1.89,193,144,50,1.45,1148,21.6,2.9,3,12.85
749,48,68.2,1.69,170,159,73,0.75,537,28.4,2.5,3,23.88
750,28,79.6,1.59,181,130,54,1.49,968,28.2,1.5,3,31.49
751,33,53.6,1.52,194,126,73,1.02,643,30.9,2.3,2,23.2
752,25,57.7,1.58,188,145,52,1.36,986,25.7,2.2,3,23.11
753,21,74.2,1.93,187,141,56,1.32,1024,28.3,2.5,3,19.92
754,57,64.4,1.56,177,144,73,1.52,985,17.8,2.7,5,26.46
755,21,54.9,1.78,173,138,71,0.55,380,31.7,2,2,17.33
756,42,50.3,1.64,177,150,62,0.63,468,27,2.4,3,18.7
757,20,46.5,1.68,187,145,72,0.91,660,27.9,2.4,2,16.48
758,49,57.8,1.99,183,161,67,0.93,741,24.7,3.1,3,14.6
759,20,83,1.8,167,160,73,0.79,695,29.6,2.9,2,25.62
760,44,82.5,1.79,167,155,70,1.51,1159,13.8,3.5,5,25.75
761,46,66.5,1.73,163,142,56,1.11,709,34.7,2,3,22.22
762,49,70.2,1.67,186,166,50,0.93,695,32.5,1.8,3,25.17
763,36,121.9,1.93,195,132,54,1.49,1082,21.8,3.4,3,32.73
764,38,70.3,1.52,164,144,66,1.19,857,25.6,2,4,30.43
765,22,40.3,1.56,192,121,57,1.45,877,30.8,2.1,4,16.56
766,35,101.4,1.76,193,121,64,0.84,559,23.6,2.9,2,32.74
767,45,79.2,1.95,189,135,69,1.47,982,22.8,2.8,3,20.83
768,59,75.8,1.77,167,128,53,1.46,841,33.1,1.8,3,24.19
769,39,71.7,1.88,198,147,51,0.55,445,23.7,2.2,2,20.29
770,38,57.7,1.56,185,132,54,1.64,1082,16.6,2.7,5,23.71
771,23,47.4,1.6,196,154,50,0.76,585,33.5,1.6,3,18.52
772,18,57.2,1.75,193,160,74,1.29,1032,33.5,2.4,3,18.68
773,22,44.8,1.72,166,132,54,1.48,977,28.6,1.8,4,15.14
774,58,90.2,1.72,199,150,55,0.9,668,28.3,2.1,2,30.49
775,29,84.9,1.72,187,140,51,1.79,1378,14.3,3.5,4,28.7
776,43,95.7,1.77,198,151,50,1.08,807,24.2,3.4,3,30.55
777,51,59,1.65,198,153,53,1.22,924,20.7,2.3,3,21.67
778,31,60.5,1.77,187,127,56,1.72,1092,15,2.7,4,19.31
779,43,53.8,1.72,173,160,71,1.03,742,30.2,2.3,4,18.19
780,44,86.6,1.97,197,167,50,1.66,1372,11.7,3.5,5,22.31
781,26,72.8,1.67,163,121,50,1.37,829,35,1.9,2,26.1
782,43,66.3,1.77,177,157,57,1.48,1046,32.7,1.7,4,21.16
783,39,56,1.6,184,151,69,0.89,672,32.6,2,2,21.87
784,47,45.9,1.93,166,159,65,1.29,1015,29.6,2,3,12.32
785,34,88,1.64,197,147,70,1.9,1536,14.4,3.5,4,32.72
786,43,94,1.79,187,156,62,1.31,1012,23.2,3.4,2,29.34
787,53,44.7,1.79,164,160,72,1.34,965,26.7,2.1,3,13.95
788,18,63.2,1.63,162,120,73,0.66,436,27.5,2.2,3,23.79
789,25,95.6,1.9,190,160,72,1.47,1294,23.8,2.4,4,26.48
790,52,47.8,1.86,179,129,67,1.01,645,24.7,2.8,3,13.82
791,32,85.3,1.64,178,123,69,1.77,1197,13.2,3.5,4,31.71
792,39,59.7,1.83,170,154,59,1.35,1143,29.1,2.3,4,17.83
793,31,70.2,1.98,199,129,61,0.71,504,24.2,2.5,2,17.91
794,43,72.7,1.8,162,166,50,0.79,590,32.8,2.1,3,22.44
795,45,50.4,1.79,182,130,59,0.74,433,27.7,2.5,2,15.73
796,40,81.7,1.74,166,133,58,0.91,666,27,2.7,2,26.99
797,31,49.3,1.62,182,157,52,0.56,484,20,3.2,2,18.79
798,41,61.9,1.64,166,131,68,1.93,1138,19.4,2.7,4,23.01
799,19,49.1,1.68,193,164,58,1.42,1164,25.3,2.6,4,17.4
800,43,66.5,1.83,178,136,59,1.11,747,27.1,2.4,3,19.86
801,31,75.5,1.93,168,135,68,0.6,446,20.5,3.4,2,20.27
802,24,88.2,1.79,177,154,65,1.76,1491,11.3,3.5,4,27.53
803,20,74.8,1.75,184,121,73,1.33,885,25,3.3,3,24.42
804,40,72.2,1.6,173,130,67,0.87,566,29.2,1.9,3,28.2
805,35,62.8,1.63,184,160,63,1.41,1241,21.9,3.7,4,23.64
806,55,84.7,1.79,178,122,52,1.19,719,23.3,2.4,3,26.43
807,52,116.5,1.69,198,148,51,0.53,388,27.3,2.4,2,40.79
808,32,77.4,1.92,174,137,50,1.39,1047,26.7,3.3,3,21
809,42,72.9,1.62,175,139,67,1.17,732,25.7,2,4,27.78
810,54,58.4,1.59,186,166,73,1.08,807,32.5,1.9,2,23.1
811,45,64.3,1.54,199,133,58,1.67,999,15.3,2.7,4,27.11
812,27,89.3,1.87,169,153,62,1.62,1363,12.7,3.5,5,25.54
813,56,90.2,1.61,163,168,51,1.38,1148,22.6,2.3,3,34.8
814,34,59,1.62,178,150,56,1.13,847,30.9,2.4,4,22.48
815,56,58.7,1.86,187,159,65,1.09,858,22.6,3.3,3,16.97
816,39,127.5,1.82,180,161,70,1.26,1116,29.8,3,3,38.49
817,43,68.6,1.52,173,137,68,1.42,875,28.1,2.6,4,29.69
818,42,56.7,1.53,192,149,74,1.07,717,27.4,1.9,3,24.22
819,34,64.5,1.78,169,144,64,1.33,958,27.8,1.8,4,20.36
820,30,61.6,1.52,178,138,71,1.78,1228,19.5,2.7,4,26.66
821,37,75.1,1.82,189,127,60,1.23,859,26.4,3.2,4,22.67
822,42,79.3,1.93,181,147,50,1.22,888,27.3,3.3,2,21.29
823,21,72.6,1.68,162,127,70,1.19,756,34.2,1.8,3,25.72
824,27,76.7,1.7,196,150,56,0.96,792,29.1,2.1,3,26.54
825,20,44.2,1.61,177,122,69,1.08,659,32.4,2.5,2,17.05
826,58,56.5,1.7,170,122,57,0.74,406,27,2.7,2,19.55
827,35,100.9,1.63,161,163,59,1.1,986,28.4,3.1,2,37.98
828,53,55.8,1.55,171,141,54,1.12,711,27,1.8,4,23.23
829,39,58.3,1.93,165,136,58,1.35,1010,27.4,3.7,4,15.65
830,51,48.6,1.77,199,155,74,1.47,1128,26.9,3.5,2,15.51
831,25,81.7,1.95,188,136,74,1.94,1451,13.8,3.5,4,21.49
832,57,85.6,1.69,189,133,50,1.76,1159,12.7,3.5,5,29.97
833,36,60,1.72,161,128,51,1.63,1043,18.2,2.7,5,20.28
834,59,126.4,1.69,168,149,68,1.24,915,29.5,2.9,3,44.26
835,58,75.4,1.78,161,140,63,1.05,662,26,2.5,4,23.8
836,54,64.2,1.69,188,131,69,1.69,996,16.5,2.7,4,22.48
837,23,65.2,1.62,192,156,59,1.37,1069,31.1,2.5,3,24.84
838,43,70.1,1.66,169,151,58,0.99,673,34.6,2.6,2,25.44
839,51,102.6,1.77,193,130,59,1.21,779,21,3.4,2,32.75
840,23,107.2,1.93,167,139,55,1.15,879,20.2,3.1,4,28.78
841,54,56.5,1.75,196,154,66,1.76,1220,15.3,2.7,5,18.45
842,50,61.6,1.75,192,166,74,1.22,911,25.5,2.2,4,20.11
843,39,81.7,1.75,165,165,55,1.32,1198,29.1,2.8,4,26.68
844,38,76.6,1.58,199,130,53,0.74,481,32.2,2.3,2,30.68
845,23,116.8,1.79,178,127,69,1,698,26.8,3.4,4,36.45
846,23,60.1,1.59,191,123,52,1.8,1107,17.6,2.7,4,23.77
847,21,93.7,1.73,186,146,72,1,803,27.8,3.6,2,31.31
848,47,41.6,1.58,160,163,68,1.03,756,26.6,2.1,4,16.66
849,28,55.1,1.79,192,159,67,1.99,1582,17,2.7,5,17.2
850,47,127.1,1.76,199,157,73,0.71,552,24.9,3,2,41.03
851,48,69.1,1.6,191,166,53,1.34,1001,26.1,2,4,26.99
852,41,66.8,1.74,164,149,57,1.34,898,29.2,2.3,3,22.06
853,26,125.5,1.76,176,163,66,1.15,1031,23.2,3.1,4,40.52
854,20,71.3,1.58,167,167,54,1.07,893,25.4,1.5,3,28.56
855,48,129.2,1.61,193,167,62,1.06,876,21.4,2.9,4,49.84
856,57,96.3,1.86,168,146,74,1.1,795,27.6,2.2,3,27.84
857,54,67.5,1.54,182,140,50,0.72,454,25.2,1.5,3,28.46
858,53,64.4,1.55,194,139,62,1.77,1107,19.7,2.7,4,26.81
859,41,64.9,1.57,166,123,53,1.04,576,25.9,2.4,4,26.33
860,48,52.3,1.66,174,130,71,0.74,433,33,1.8,3,18.98
861,23,56.7,1.55,179,132,73,1.38,911,34,1.9,4,23.6
862,19,46.8,1.63,184,128,63,1.35,864,34.4,1.6,4,17.61
863,37,70.3,1.77,162,123,52,1.01,621,33.7,1.7,2,22.44
864,45,80.8,1.76,183,131,54,1.7,1102,11.4,3.5,4,26.08
865,28,56,1.5,193,128,56,1.94,1242,16.7,2.7,5,24.89
866,21,101.2,1.84,181,132,50,1.3,944,24.3,3.3,2,29.89
867,32,56.6,1.57,170,167,72,1.65,1378,15.7,2.7,4,22.96
868,23,40.9,1.75,167,145,61,0.82,594,25.2,2.1,3,13.36
869,47,127.8,1.65,198,157,60,0.77,598,28.7,3.5,2,46.94
870,55,49.3,1.76,194,161,73,1.28,927,30.5,2,2,15.92
871,19,64.3,1.63,197,132,57,1.87,1234,18,2.7,5,24.2
872,32,49.3,1.62,167,158,74,1.18,1025,29.3,2.5,3,18.79
873,28,63,1.62,196,147,55,0.68,500,31.7,1.9,2,24.01
874,25,41.1,1.67,186,138,71,1.03,711,31.9,2.4,3,14.74
875,43,40.5,1.74,187,143,51,1.5,965,32.9,2.2,3,13.38
876,22,71,1.62,199,138,68,0.91,691,21.2,3.5,2,27.05
877,23,60.9,1.62,193,168,69,1.59,1336,16.8,2.7,5,23.21
878,43,64.7,1.66,191,132,69,1.88,1117,19.8,2.7,4,23.48
879,21,51,1.71,174,132,73,1.07,706,34.2,2.2,3,17.44
880,36,57.7,1.77,176,147,63,1.65,1213,19.4,2.7,4,18.42
881,37,76.9,1.82,192,121,50,1.49,992,24.5,2.8,4,23.22
882,50,80.5,1.77,175,129,59,1.85,1181,14.3,3.5,4,25.7
883,37,73.3,1.74,188,141,65,1.03,726,25.5,2.4,3,24.21
884,29,49,1.57,168,132,53,1.33,878,26.5,2.6,3,19.88
885,18,114.5,1.97,192,128,60,1.03,725,24.1,2.6,3,29.5
886,43,81,1.78,188,152,65,1.58,1189,12.4,3.5,5,25.56
887,31,53.5,1.76,172,133,69,1.22,811,27.6,1.8,4,17.27
888,55,52.1,1.68,180,167,50,0.77,637,23.6,3,3,18.46
889,54,70.1,1.52,180,139,65,0.76,475,26.6,2.1,2,30.34
890,28,86.9,1.78,164,134,68,1.29,951,24.9,3.7,4,27.43
891,53,73.4,1.76,169,151,70,1.09,815,27.9,2.8,3,23.7
892,30,90,1.66,165,152,71,1.32,1104,26.6,2.1,4,32.66
893,20,85.7,1.92,172,136,58,1.72,1287,10.5,3.5,5,23.25
894,50,70.4,1.55,160,143,58,0.73,470,29.9,2.7,2,29.3
895,23,57.7,1.71,179,149,58,1.15,942,27,3.4,3,19.73
896,27,75.7,1.76,167,132,66,0.68,494,25.3,2.3,3,24.44
897,22,61.8,1.52,169,166,61,1.83,1519,17,2.7,5,26.75
898,40,80.3,1.76,168,167,74,1.63,1497,13.1,3.5,5,25.92
899,27,104.3,1.68,162,135,62,1.28,950,29.7,3.5,3,36.95
900,19,65.7,1.58,170,121,57,1.46,883,25.9,1.9,3,26.32
901,30,120.3,1.96,171,136,65,0.66,494,23.9,2.6,2,31.32
902,57,51.9,1.57,169,151,67,1.05,713,29.1,2.6,3,21.06
903,19,59.1,1.57,184,162,50,1.65,1336,17.9,2.7,5,23.98
904,37,66.9,1.75,184,127,50,1.38,876,26.5,2.1,4,21.84
905,18,66.9,1.75,170,122,61,0.94,573,26.8,1.7,2,21.84
906,54,78.7,1.66,195,131,55,1.42,921,22.9,2.6,3,28.56
907,26,62.4,1.61,198,139,58,1.88,1307,19.8,2.7,4,24.07
908,34,102.1,1.71,185,135,72,0.96,713,27.3,3.2,2,34.92
909,26,51.9,2,173,133,54,0.75,549,26.6,2.3,2,12.97
910,28,58.3,2,198,135,65,1.32,980,28.2,3,4,14.57
911,32,89.8,1.92,199,168,67,1.93,1783,10.6,3.5,4,24.36
912,41,101.1,1.83,160,162,66,0.79,634,28.6,3.2,2,30.19
913,55,118.6,1.72,163,168,67,0.77,640,25.9,2.6,3,40.09
914,52,84.8,1.85,189,152,50,1.19,895,23.4,3.2,2,24.78
915,47,80,1.77,171,149,68,0.72,531,28.2,3.5,3,25.54
916,48,73.1,1.83,194,131,71,1.05,681,28,2.8,4,21.83
917,22,117.3,1.68,172,134,57,1.24,914,28.5,2.7,3,41.56
918,31,77.4,1.71,190,137,52,1.26,863,26.2,1.8,4,26.47
919,28,72.9,1.67,197,147,74,1.13,831,34.7,2.2,3,26.14
920,26,71.2,1.5,182,142,54,1.15,816,34.6,2.6,2,31.64
921,51,88.2,1.62,163,133,72,1.56,1027,11.8,3.5,4,33.61
922,29,75.6,1.8,175,149,57,1.31,976,25.7,1.9,4,23.33
923,52,57.9,1.56,166,152,68,1.66,1135,15.8,2.7,4,23.79
924,52,70.6,1.58,181,164,67,1.02,753,34.9,2,3,28.28
925,18,118.6,1.64,188,134,67,0.94,693,25.6,2.7,3,44.1
926,57,55.7,1.99,170,126,70,1.13,705,23.6,3,3,14.07
927,39,102.3,1.94,192,134,50,0.89,656,22.9,2.4,3,27.18
928,46,72.6,1.87,188,161,64,1.31,1044,22.6,3.4,4,20.76
929,25,63.8,1.68,198,165,67,0.95,784,31.6,1.9,2,22.6
930,28,67.3,1.67,171,157,74,0.61,479,29.2,2.3,3,24.13
931,58,59.3,1.58,166,165,56,1.97,1463,19.8,2.7,4,23.75
932,54,70.7,1.57,198,163,65,1.14,836,31.8,2.1,3,28.68
933,31,86.9,1.69,185,130,65,1.72,1230,14,3.5,4,30.43
934,47,98.2,1.9,199,148,64,0.76,557,22.9,3,3,27.2
935,52,63.6,1.62,168,150,55,1.3,965,20.8,2.3,4,24.23
936,38,45.2,1.68,193,144,58,1.01,727,29.9,2.4,3,16.01
937,54,117.2,1.62,172,143,56,1.04,736,23.1,2.3,4,44.66
938,22,107.4,1.74,195,138,63,1.34,1017,22,2.2,2,35.47
939,36,59.1,1.78,184,121,60,0.85,514,34.5,2.2,2,18.65
940,31,53.3,1.64,183,141,70,0.57,402,29.4,2.4,3,19.82
941,43,46.2,1.63,176,139,65,1.18,812,21.7,2.1,2,17.39
942,21,67,1.61,161,152,74,1.32,1104,22,2.1,3,25.85
943,42,86.3,1.77,172,127,55,1.77,1113,11.4,3.5,4,27.55
944,59,85.5,1.67,190,144,71,1.99,1418,15,3.5,5,30.66
945,42,70.2,1.87,188,165,65,1.38,1127,22.7,3.4,3,20.07
946,35,127.1,1.62,187,128,69,1.02,718,23.3,3.4,4,48.43
947,57,75.6,1.67,186,153,65,1.05,723,31.6,1.8,3,27.11
948,25,62.6,1.65,174,142,61,1.2,852,27.9,2.2,3,22.99
949,56,55.7,1.53,190,124,66,1.91,1066,16.1,2.7,5,23.79
950,57,96.1,1.74,199,144,54,1.21,862,21.6,2.8,3,31.74
951,31,76.7,1.62,174,127,74,1.39,883,28.1,2.3,4,29.23
952,49,57.2,1.89,192,135,62,1.14,762,21.1,3.5,2,16.01
953,55,69.9,1.81,179,167,57,1.2,992,20.2,2.1,4,21.34
954,50,67.9,1.77,171,164,73,1.03,760,33,2.4,3,21.67
955,40,87.9,1.87,196,134,54,1.96,1445,10.7,3.5,5,25.14
956,32,102.8,1.98,168,120,61,1.24,818,27.8,2.8,3,26.22
957,50,51.8,1.5,182,141,58,1.32,838,33,2.2,3,23.02
958,42,57.7,1.57,167,122,52,1.83,1005,17.7,2.7,4,23.41
959,34,66.5,1.69,191,157,52,0.81,636,28.1,2.3,3,23.28
960,50,95.4,1.61,173,133,50,1.16,764,21.5,3.6,4,36.8
961,19,69.2,1.6,186,155,74,1.17,907,32.4,1.6,3,27.03
962,31,66.6,1.67,184,137,71,1.02,699,31,1.5,4,23.88
963,57,83.4,1.65,172,166,67,1.57,1290,13.3,3.5,4,30.63
964,57,43.8,1.75,180,160,73,1.39,1001,25.1,1.7,2,14.3
965,56,64.2,1.69,190,137,61,1.99,1227,19.6,2.7,5,22.48
966,23,44.1,1.62,196,122,58,0.58,354,25.7,2.7,2,16.8
967,23,87.3,1.91,164,129,58,1.87,1327,11.8,3.5,5,23.93
968,20,55,1.6,172,168,67,1.12,1035,24,3.2,4,21.48
969,24,87.1,1.74,187,158,67,1.57,1364,10,3.5,4,28.77
970,25,66.6,1.61,184,166,56,1.38,1260,25,3,2,25.69
971,59,60.4,1.76,194,120,53,1.72,929,18.8,2.7,5,19.5
972,32,126.4,1.83,198,146,62,1.1,883,28.2,2.1,3,37.74
973,46,88.7,1.63,166,146,66,0.75,542,28.8,3.5,2,33.38
